"Year","Date","name","value","Group","DOY"
2019,2019-07-23,"Ilyocryptus agilis",0.025,"Cladocera spp. (other)",204
2019,2019-07-23,"Alona rectangula",0,"Cladocera spp. (other)",204
2019,2019-07-23,"Daphnia galeata",0,"Daphnia spp.",204
2019,2019-07-23,"Daphnia magna",0,"Daphnia spp.",204
2019,2019-07-23,"Daphnia pulicaria",0,"Daphnia spp.",204
2019,2019-07-23,"Macrothrix laticornis",0,"Cladocera spp. (other)",204
2019,2019-07-23,"Chydorus sphaericus",0,"Cladocera spp. (other)",204
2019,2019-07-23,"Simocephalus vetulus",0,"Cladocera spp. (other)",204
2019,2019-07-23,"Leydigia quadrangularis",0,"Cladocera spp. (other)",204
2019,2019-07-23,"Scapholeberis mucronata",0,"Cladocera spp. (other)",204
2019,2019-07-23,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",204
2019,2019-07-30,"Cyclopoida sp.",0.975,"Copepoda spp.",211
2019,2019-07-30,"Calanoida sp.",0,"Copepoda spp.",211
2019,2019-07-30,"Ostracoda sp.",0.025,"Ostracoda sp.",211
2019,2019-07-30,"Bosmina longirostris",0,"Cladocera spp. (other)",211
2019,2019-07-30,"Ilyocryptus agilis",0,"Cladocera spp. (other)",211
2019,2019-07-30,"Alona rectangula",0,"Cladocera spp. (other)",211
2019,2019-07-30,"Daphnia galeata",0,"Daphnia spp.",211
2019,2019-07-30,"Daphnia magna",0,"Daphnia spp.",211
2019,2019-07-30,"Daphnia pulicaria",0,"Daphnia spp.",211
2019,2019-07-30,"Macrothrix laticornis",0,"Cladocera spp. (other)",211
2019,2019-07-30,"Chydorus sphaericus",0.025,"Cladocera spp. (other)",211
2019,2019-07-30,"Simocephalus vetulus",0,"Cladocera spp. (other)",211
2019,2019-07-30,"Leydigia quadrangularis",0,"Cladocera spp. (other)",211
2019,2019-07-30,"Scapholeberis mucronata",0,"Cladocera spp. (other)",211
2019,2019-07-30,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",211
2019,2019-08-07,"Cyclopoida sp.",0.025,"Copepoda spp.",219
2019,2019-08-07,"Calanoida sp.",0.325,"Copepoda spp.",219
2019,2019-08-07,"Ostracoda sp.",0,"Ostracoda sp.",219
2019,2019-08-07,"Bosmina longirostris",0,"Cladocera spp. (other)",219
2019,2019-08-07,"Ilyocryptus agilis",0,"Cladocera spp. (other)",219
2019,2019-08-07,"Alona rectangula",0,"Cladocera spp. (other)",219
2019,2019-08-07,"Daphnia galeata",0,"Daphnia spp.",219
2019,2019-08-07,"Daphnia magna",0,"Daphnia spp.",219
2019,2019-08-07,"Daphnia pulicaria",0,"Daphnia spp.",219
2019,2019-08-07,"Macrothrix laticornis",0,"Cladocera spp. (other)",219
2019,2019-08-07,"Chydorus sphaericus",0,"Cladocera spp. (other)",219
2019,2019-08-07,"Simocephalus vetulus",0,"Cladocera spp. (other)",219
2019,2019-08-07,"Leydigia quadrangularis",0,"Cladocera spp. (other)",219
2019,2019-08-07,"Scapholeberis mucronata",0,"Cladocera spp. (other)",219
2019,2019-08-07,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",219
2019,2019-08-14,"Cyclopoida sp.",0,"Copepoda spp.",226
2019,2019-08-14,"Calanoida sp.",0.075,"Copepoda spp.",226
2019,2019-08-14,"Ostracoda sp.",0,"Ostracoda sp.",226
2019,2019-08-14,"Bosmina longirostris",0,"Cladocera spp. (other)",226
2019,2019-08-14,"Ilyocryptus agilis",0,"Cladocera spp. (other)",226
2019,2019-08-14,"Alona rectangula",0,"Cladocera spp. (other)",226
2019,2019-08-14,"Daphnia galeata",0,"Daphnia spp.",226
2019,2019-08-14,"Daphnia magna",0,"Daphnia spp.",226
2019,2019-08-14,"Daphnia pulicaria",0,"Daphnia spp.",226
2019,2019-08-14,"Macrothrix laticornis",0,"Cladocera spp. (other)",226
2019,2019-08-14,"Chydorus sphaericus",0,"Cladocera spp. (other)",226
2019,2019-08-14,"Simocephalus vetulus",0,"Cladocera spp. (other)",226
2019,2019-08-14,"Leydigia quadrangularis",0,"Cladocera spp. (other)",226
2019,2019-08-14,"Scapholeberis mucronata",0,"Cladocera spp. (other)",226
2019,2019-08-14,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",226
2019,2019-08-20,"Cyclopoida sp.",0,"Copepoda spp.",232
2019,2019-08-20,"Calanoida sp.",0,"Copepoda spp.",232
2019,2019-08-20,"Ostracoda sp.",0,"Ostracoda sp.",232
2019,2019-08-20,"Bosmina longirostris",0,"Cladocera spp. (other)",232
2019,2019-08-20,"Ilyocryptus agilis",0,"Cladocera spp. (other)",232
2019,2019-08-20,"Alona rectangula",0,"Cladocera spp. (other)",232
2019,2019-08-20,"Daphnia galeata",0,"Daphnia spp.",232
2019,2019-08-20,"Daphnia magna",0,"Daphnia spp.",232
2019,2019-08-20,"Daphnia pulicaria",0,"Daphnia spp.",232
2019,2019-08-20,"Macrothrix laticornis",0,"Cladocera spp. (other)",232
2019,2019-08-20,"Chydorus sphaericus",0,"Cladocera spp. (other)",232
2019,2019-08-20,"Simocephalus vetulus",0,"Cladocera spp. (other)",232
2019,2019-08-20,"Leydigia quadrangularis",0,"Cladocera spp. (other)",232
2019,2019-08-20,"Scapholeberis mucronata",0,"Cladocera spp. (other)",232
2019,2019-08-20,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",232
2019,2019-08-28,"Cyclopoida sp.",1.875,"Copepoda spp.",240
2019,2019-08-28,"Calanoida sp.",0.075,"Copepoda spp.",240
2019,2019-08-28,"Ostracoda sp.",0,"Ostracoda sp.",240
2019,2019-08-28,"Bosmina longirostris",0,"Cladocera spp. (other)",240
2019,2019-08-28,"Ilyocryptus agilis",0,"Cladocera spp. (other)",240
2019,2019-08-28,"Alona rectangula",0,"Cladocera spp. (other)",240
2019,2019-08-28,"Daphnia galeata",0,"Daphnia spp.",240
2019,2019-08-28,"Daphnia magna",0,"Daphnia spp.",240
2019,2019-08-28,"Daphnia pulicaria",0,"Daphnia spp.",240
2019,2019-08-28,"Macrothrix laticornis",0,"Cladocera spp. (other)",240
2019,2019-08-28,"Chydorus sphaericus",0,"Cladocera spp. (other)",240
2019,2019-08-28,"Simocephalus vetulus",0,"Cladocera spp. (other)",240
2019,2019-08-28,"Leydigia quadrangularis",0,"Cladocera spp. (other)",240
2019,2019-08-28,"Scapholeberis mucronata",0,"Cladocera spp. (other)",240
2019,2019-08-28,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",240
2019,2019-09-04,"Cyclopoida sp.",0.15,"Copepoda spp.",247
2019,2019-09-04,"Calanoida sp.",1.15,"Copepoda spp.",247
2019,2019-09-04,"Ostracoda sp.",0,"Ostracoda sp.",247
2019,2019-09-04,"Bosmina longirostris",0,"Cladocera spp. (other)",247
2019,2019-09-04,"Ilyocryptus agilis",0,"Cladocera spp. (other)",247
2019,2019-09-04,"Alona rectangula",0,"Cladocera spp. (other)",247
2019,2019-09-04,"Daphnia galeata",0,"Daphnia spp.",247
2019,2019-09-04,"Daphnia magna",0,"Daphnia spp.",247
2019,2019-09-04,"Daphnia pulicaria",0,"Daphnia spp.",247
2019,2019-09-04,"Macrothrix laticornis",0,"Cladocera spp. (other)",247
2019,2019-09-04,"Chydorus sphaericus",0,"Cladocera spp. (other)",247
2019,2019-09-04,"Simocephalus vetulus",0,"Cladocera spp. (other)",247
2019,2019-09-04,"Leydigia quadrangularis",0,"Cladocera spp. (other)",247
2019,2019-09-04,"Scapholeberis mucronata",0,"Cladocera spp. (other)",247
2019,2019-09-04,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",247
2019,2019-09-24,"Cyclopoida sp.",0.05,"Copepoda spp.",267
2019,2019-09-24,"Calanoida sp.",0.025,"Copepoda spp.",267
2019,2019-09-24,"Ostracoda sp.",0,"Ostracoda sp.",267
2019,2019-09-24,"Bosmina longirostris",0,"Cladocera spp. (other)",267
2019,2019-09-24,"Ilyocryptus agilis",0,"Cladocera spp. (other)",267
2019,2019-09-24,"Alona rectangula",0,"Cladocera spp. (other)",267
2019,2019-09-24,"Daphnia galeata",0,"Daphnia spp.",267
2019,2019-09-24,"Daphnia magna",0,"Daphnia spp.",267
2019,2019-09-24,"Daphnia pulicaria",0,"Daphnia spp.",267
2019,2019-09-24,"Macrothrix laticornis",0,"Cladocera spp. (other)",267
2019,2019-09-24,"Chydorus sphaericus",0,"Cladocera spp. (other)",267
2019,2019-09-24,"Simocephalus vetulus",0,"Cladocera spp. (other)",267
2019,2019-09-24,"Leydigia quadrangularis",0,"Cladocera spp. (other)",267
2019,2019-09-24,"Scapholeberis mucronata",0,"Cladocera spp. (other)",267
2019,2019-09-24,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",267
2019,2019-10-02,"Cyclopoida sp.",0.7,"Copepoda spp.",275
2019,2019-10-02,"Calanoida sp.",0.8,"Copepoda spp.",275
2019,2019-10-02,"Ostracoda sp.",0,"Ostracoda sp.",275
2019,2019-10-02,"Bosmina longirostris",0,"Cladocera spp. (other)",275
2019,2019-10-02,"Ilyocryptus agilis",0,"Cladocera spp. (other)",275
2019,2019-10-02,"Alona rectangula",0,"Cladocera spp. (other)",275
2019,2019-10-02,"Daphnia galeata",0,"Daphnia spp.",275
2019,2019-10-02,"Daphnia magna",0,"Daphnia spp.",275
2019,2019-10-02,"Daphnia pulicaria",0,"Daphnia spp.",275
2019,2019-10-02,"Macrothrix laticornis",0,"Cladocera spp. (other)",275
2019,2019-10-02,"Chydorus sphaericus",0,"Cladocera spp. (other)",275
2019,2019-10-02,"Simocephalus vetulus",0,"Cladocera spp. (other)",275
2019,2019-10-02,"Leydigia quadrangularis",0,"Cladocera spp. (other)",275
2019,2019-10-02,"Scapholeberis mucronata",0,"Cladocera spp. (other)",275
2019,2019-10-02,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",275
2019,2019-10-09,"Cyclopoida sp.",0,"Copepoda spp.",282
2019,2019-10-09,"Calanoida sp.",0.025,"Copepoda spp.",282
2019,2019-10-09,"Ostracoda sp.",0,"Ostracoda sp.",282
2019,2019-10-09,"Bosmina longirostris",0,"Cladocera spp. (other)",282
2019,2019-10-09,"Ilyocryptus agilis",0,"Cladocera spp. (other)",282
2019,2019-10-09,"Alona rectangula",0,"Cladocera spp. (other)",282
2019,2019-10-09,"Daphnia galeata",0,"Daphnia spp.",282
2019,2019-10-09,"Daphnia magna",0,"Daphnia spp.",282
2019,2019-10-09,"Daphnia pulicaria",0,"Daphnia spp.",282
2019,2019-10-09,"Macrothrix laticornis",0,"Cladocera spp. (other)",282
2019,2019-10-09,"Chydorus sphaericus",0,"Cladocera spp. (other)",282
2019,2019-10-09,"Simocephalus vetulus",0,"Cladocera spp. (other)",282
2019,2019-10-09,"Leydigia quadrangularis",0,"Cladocera spp. (other)",282
2019,2019-10-09,"Scapholeberis mucronata",0,"Cladocera spp. (other)",282
2019,2019-10-09,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",282
2019,2019-10-17,"Cyclopoida sp.",1.15,"Copepoda spp.",290
2019,2019-10-17,"Calanoida sp.",1.25,"Copepoda spp.",290
2019,2019-10-17,"Ostracoda sp.",0,"Ostracoda sp.",290
2019,2019-10-17,"Bosmina longirostris",0,"Cladocera spp. (other)",290
2019,2019-10-17,"Ilyocryptus agilis",0,"Cladocera spp. (other)",290
2019,2019-10-17,"Alona rectangula",0,"Cladocera spp. (other)",290
2019,2019-10-17,"Daphnia galeata",0,"Daphnia spp.",290
2019,2019-10-17,"Daphnia magna",0,"Daphnia spp.",290
2019,2019-10-17,"Daphnia pulicaria",0,"Daphnia spp.",290
2019,2019-10-17,"Macrothrix laticornis",0,"Cladocera spp. (other)",290
2019,2019-10-17,"Chydorus sphaericus",0.05,"Cladocera spp. (other)",290
2019,2019-10-17,"Simocephalus vetulus",0,"Cladocera spp. (other)",290
2019,2019-10-17,"Leydigia quadrangularis",0,"Cladocera spp. (other)",290
2019,2019-10-17,"Scapholeberis mucronata",0,"Cladocera spp. (other)",290
2019,2019-10-17,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",290
2019,2019-10-24,"Cyclopoida sp.",1.1,"Copepoda spp.",297
2019,2019-10-24,"Calanoida sp.",1.5,"Copepoda spp.",297
2019,2019-10-24,"Ostracoda sp.",0,"Ostracoda sp.",297
2019,2019-10-24,"Bosmina longirostris",0,"Cladocera spp. (other)",297
2019,2019-10-24,"Ilyocryptus agilis",0,"Cladocera spp. (other)",297
2019,2019-10-24,"Alona rectangula",0.025,"Cladocera spp. (other)",297
2019,2019-10-24,"Daphnia galeata",0,"Daphnia spp.",297
2019,2019-10-24,"Daphnia magna",0,"Daphnia spp.",297
2019,2019-10-24,"Daphnia pulicaria",0,"Daphnia spp.",297
2019,2019-10-24,"Macrothrix laticornis",0,"Cladocera spp. (other)",297
2019,2019-10-24,"Chydorus sphaericus",0,"Cladocera spp. (other)",297
2019,2019-10-24,"Simocephalus vetulus",0,"Cladocera spp. (other)",297
2019,2019-10-24,"Leydigia quadrangularis",0,"Cladocera spp. (other)",297
2019,2019-10-24,"Scapholeberis mucronata",0,"Cladocera spp. (other)",297
2019,2019-10-24,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",297
2019,2019-10-30,"Cyclopoida sp.",1.15,"Copepoda spp.",303
2019,2019-10-30,"Calanoida sp.",5.375,"Copepoda spp.",303
2019,2019-10-30,"Ostracoda sp.",0,"Ostracoda sp.",303
2019,2019-10-30,"Bosmina longirostris",0,"Cladocera spp. (other)",303
2019,2019-10-30,"Ilyocryptus agilis",0,"Cladocera spp. (other)",303
2019,2019-10-30,"Alona rectangula",0,"Cladocera spp. (other)",303
2019,2019-10-30,"Daphnia galeata",0,"Daphnia spp.",303
2019,2019-10-30,"Daphnia magna",0,"Daphnia spp.",303
2019,2019-10-30,"Daphnia pulicaria",0,"Daphnia spp.",303
2019,2019-10-30,"Macrothrix laticornis",0,"Cladocera spp. (other)",303
2019,2019-10-30,"Chydorus sphaericus",0,"Cladocera spp. (other)",303
2019,2019-10-30,"Simocephalus vetulus",0,"Cladocera spp. (other)",303
2019,2019-10-30,"Leydigia quadrangularis",0,"Cladocera spp. (other)",303
2019,2019-10-30,"Scapholeberis mucronata",0,"Cladocera spp. (other)",303
2019,2019-10-30,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",303
2019,2019-11-07,"Cyclopoida sp.",1.5,"Copepoda spp.",311
2019,2019-11-07,"Calanoida sp.",1.875,"Copepoda spp.",311
2019,2019-11-07,"Ostracoda sp.",0,"Ostracoda sp.",311
2019,2019-11-07,"Bosmina longirostris",0,"Cladocera spp. (other)",311
2019,2019-11-07,"Ilyocryptus agilis",0,"Cladocera spp. (other)",311
2019,2019-11-07,"Alona rectangula",0,"Cladocera spp. (other)",311
2019,2019-11-07,"Daphnia galeata",0,"Daphnia spp.",311
2019,2019-11-07,"Daphnia magna",0,"Daphnia spp.",311
2019,2019-11-07,"Daphnia pulicaria",0,"Daphnia spp.",311
2019,2019-11-07,"Macrothrix laticornis",0,"Cladocera spp. (other)",311
2019,2019-11-07,"Chydorus sphaericus",0,"Cladocera spp. (other)",311
2019,2019-11-07,"Simocephalus vetulus",0,"Cladocera spp. (other)",311
2019,2019-11-07,"Leydigia quadrangularis",0,"Cladocera spp. (other)",311
2019,2019-11-07,"Scapholeberis mucronata",0,"Cladocera spp. (other)",311
2019,2019-11-07,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",311
2019,2019-11-13,"Cyclopoida sp.",1,"Copepoda spp.",317
2019,2019-11-13,"Calanoida sp.",2.775,"Copepoda spp.",317
2019,2019-11-13,"Ostracoda sp.",0,"Ostracoda sp.",317
2019,2019-11-13,"Bosmina longirostris",0,"Cladocera spp. (other)",317
2019,2019-11-13,"Ilyocryptus agilis",0,"Cladocera spp. (other)",317
2019,2019-11-13,"Alona rectangula",0,"Cladocera spp. (other)",317
2019,2019-11-13,"Daphnia galeata",0,"Daphnia spp.",317
2019,2019-11-13,"Daphnia magna",0,"Daphnia spp.",317
2019,2019-11-13,"Daphnia pulicaria",0,"Daphnia spp.",317
2019,2019-11-13,"Macrothrix laticornis",0,"Cladocera spp. (other)",317
2019,2019-11-13,"Chydorus sphaericus",0,"Cladocera spp. (other)",317
2019,2019-11-13,"Simocephalus vetulus",0,"Cladocera spp. (other)",317
2019,2019-11-13,"Leydigia quadrangularis",0,"Cladocera spp. (other)",317
2019,2019-11-13,"Scapholeberis mucronata",0,"Cladocera spp. (other)",317
2019,2019-11-13,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",317
